pair_id,model_similarity
pair_572,0.310683713
pair_573,-0.108272125
pair_574,0.083545954
pair_575,-0.047380215
pair_576,0.050870448
pair_577,-0.054026821
pair_578,0.097858431
pair_579,0.0164115
pair_58,0.001198267
pair_580,0.112092785
pair_581,-0.135171885
pair_582,0.053154113
pair_583,-0.01191254
pair_584,-0.031977228
pair_585,0.025992273
pair_586,0.071996186
pair_587,0.13977289
pair_588,0.126837406
pair_589,-0.002073477
pair_59,-0.024981811
pair_590,0.040075777
pair_591,-0.079011651
pair_592,0.123907263
pair_593,0.100053799
pair_594,-0.103082198
pair_595,-0.005744866
pair_596,-0.003827636
pair_597,0.104743703
pair_598,-0.112728587
pair_599,0.134539152
pair_6,-0.055357115
pair_60,-0.049510353
pair_600,0.084404266
pair_601,-0.008693672
pair_602,-0.104401229
pair_603,-0.047244348
pair_604,-0.148703648
pair_605,0.121256285
pair_606,0.083475666
pair_607,0.440406739
pair_608,0.089629905
pair_609,0.095989791
pair_61,-0.062299317
pair_610,0.382568938
pair_611,0.273387647
pair_612,0.048786482
pair_613,-0.065313018
pair_614,0.190362198
pair_615,-0.08791568
pair_616,-0.003541491
pair_617,0.035762684
pair_618,0.040761189
pair_619,0.060058109
pair_62,0.082873908
pair_620,-0.070658114
pair_621,0.047646851
pair_622,-0.032131575
pair_623,0.057020264
pair_624,-0.092691963
pair_625,0.142938935
pair_626,0.223941939
pair_627,-0.022061817
pair_628,0.298553761
pair_629,0.003445147
pair_63,-0.001669779
pair_630,0.068040046
pair_631,-0.06293132
pair_632,-0.071154031
pair_633,-0.010013584
pair_634,0.080532887
pair_635,0.215494415
pair_636,0.047897182
pair_637,0.049977604
pair_638,0.111369043
pair_639,-0.031803105
pair_64,0.080644422
pair_640,0.089110323
pair_641,-0.012303693
pair_642,-0.08629234
pair_643,-0.006504357
pair_644,-0.08199836
pair_645,0.003059748
pair_646,-0.036278865
pair_647,-0.073894639
pair_648,-0.055022863
pair_649,-0.094933321
pair_65,-0.082942541
pair_650,-0.170503342
pair_651,-0.126794942
pair_652,-0.251828548
pair_653,-0.079336475
pair_654,0.000414596
pair_655,0.098404626
pair_656,-0.088039848
pair_657,-0.017570539
pair_658,-0.006079296
pair_659,-0.05350513
pair_66,-0.089909036
pair_660,0.251139454
pair_661,0.266546845
pair_662,0.046771527
pair_663,-0.040073472
pair_664,0.029038303
pair_665,0.570781585
pair_666,-0.194763622
pair_667,-0.064640844
pair_668,0.073790249
pair_669,-0.083663497
pair_67,0.196335928
pair_670,-0.164512226
pair_671,0.217385925
pair_672,-0.005591343
pair_673,0.061881625
pair_674,0.232205284
pair_675,0.18423806
pair_676,0.021358392
pair_677,-0.013255345
pair_678,0.036623701
pair_679,-0.036374456
pair_68,0.293974628
pair_680,-0.01616544
pair_681,-0.264835055
pair_682,0.07481016
pair_683,0.013646361
pair_684,0.05724414
pair_685,0.134202684
pair_686,-0.089993149
pair_687,0.254629363
pair_688,0.093091533
pair_689,0.071846101
pair_69,0.139187413
pair_690,-0.061167305
pair_691,0.080499602
pair_692,-0.041512056
pair_693,0.002565568
pair_694,-0.014875011
pair_695,-0.175601864
pair_696,0.041107918
pair_697,-0.169710273
pair_698,-0.034108049
pair_699,-0.169838773
pair_7,0.082573111
pair_70,0.003208447
pair_700,0.035839139
pair_701,-0.052668182
pair_702,0.003297886
pair_703,-0.083492157
pair_704,-0.053136784
pair_705,-0.108718752
pair_706,-0.120166657
pair_707,0.035207981
pair_708,0.008776265
pair_709,-0.018540607
pair_71,0.05778343
pair_710,0.181608192
pair_711,-0.042708999
pair_712,-0.06414778
pair_713,-0.035531112
pair_714,0.001632126
pair_715,0.029096708
pair_716,0.042199358
pair_717,0.041150344
pair_718,0.043920511
pair_719,0.119406542
pair_72,-0.072902879
pair_720,0.123712605
pair_721,-0.083167403
pair_722,0.118074908
pair_723,-0.000679518
pair_724,-0.060055995
pair_725,-0.104378496
pair_726,0.058100289
pair_727,0.090526677
pair_728,-0.042523275
pair_729,-0.054864344
pair_73,-0.084132782
pair_730,-0.094730644
pair_731,-0.112130314
pair_732,0.103693298
pair_733,0.037581131
pair_734,-0.017660089
pair_735,0.019609747
pair_736,0.044168624
pair_737,0.181393867
pair_738,0.103193075
pair_739,-0.03085826
pair_74,-0.010764741
pair_740,0.125359285
pair_741,-0.197897865
pair_742,-0.090997575
pair_743,-0.113701326
pair_744,0.019507211
pair_745,0.379850552
pair_746,0.165203844
pair_747,0.307153856
pair_748,0.294266438
pair_749,-0.062839563
pair_75,0.044050068
pair_750,0.009632552
pair_751,-0.011473931
pair_752,-0.055993693
pair_753,0.035769363
pair_754,0.21749513
pair_755,-0.007332796
pair_756,-0.064538831
pair_757,-0.059707666
pair_758,0.009508541
pair_759,-0.039179747
pair_76,0.193142203
pair_760,0.1069756
pair_761,0.265481276
pair_762,0.137255583
pair_763,0.265915197
pair_764,-0.018090025
pair_765,0.11522802
pair_766,0.097140507
pair_767,0.071465849
pair_768,0.269138543
pair_769,0.039350878
pair_77,0.094163475
pair_770,-0.04114518
pair_771,-0.092049928
pair_772,0.172591314
pair_773,-0.00718887
pair_774,-0.107524252
pair_775,0.226395238
pair_776,0.011883767
pair_777,0.010899564
pair_778,0.014245768
pair_779,0.058501868
pair_78,0.071598147
pair_780,-0.124973058
pair_781,0.252705298
pair_782,-0.135841055
pair_783,-0.034201484
pair_784,-0.003610701
pair_785,-0.131601094
pair_786,-0.139685116
pair_787,0.056245606
pair_788,0.034661999
pair_789,-0.060321553
pair_79,0.050863489
pair_790,-0.102103344
pair_791,0.06946742
pair_792,-0.064589035
pair_793,-0.161408584
pair_794,-0.186718843
pair_795,-0.017494982
pair_796,-0.072487595
pair_797,-0.109116185
pair_798,-0.016053163
pair_799,-0.063825184
pair_8,0.141296019
pair_80,0.036839423
pair_800,-0.16537344
pair_801,-0.144856347
pair_802,0.004770215
pair_803,0.417149508
pair_804,0.058585909
pair_805,-0.041372136
pair_806,0.356006791
pair_807,0.020769711
pair_808,0.011993182
pair_809,-0.014864114
pair_81,0.07166263
pair_810,-0.052037189
pair_811,-0.040253024
pair_812,-0.012361447
pair_813,-0.059060868
pair_814,-0.02723597
pair_815,0.043554795
pair_816,0.026195966
pair_817,0.030465153
pair_818,0.01210586
pair_819,0.04998814
pair_82,0.103825826
pair_820,0.075244803
pair_821,0.073710616
pair_822,0.029134931
pair_823,-0.025969981
pair_824,-0.030994351
pair_825,-0.056989779
pair_826,0.03986088
pair_827,-0.057483431
pair_828,-0.0442869
pair_829,-0.107706183
pair_83,0.117011581
pair_830,0.009165155
pair_831,-0.036300579
pair_832,-0.087165441
pair_833,0.024039045
pair_834,-0.052829233
pair_835,0.145951916
pair_836,-0.156710107
pair_837,0.00177058
pair_838,-0.100366386
pair_839,-0.085628521
pair_84,0.051337669
pair_840,0.107250282
pair_841,0.077343332
pair_842,0.029096929
pair_843,0.154272113
pair_844,0.014452568
pair_845,0.085410166
pair_846,0.045196199
pair_847,0.009638912
pair_848,0.054428664
pair_849,0.157720453
pair_85,0.1058647
pair_850,-0.02402364
pair_851,0.260514269
pair_852,0.027536341
pair_853,0.124442195
pair_854,0.004617288
pair_855,-0.081795167
pair_856,-0.089654685
pair_857,-0.049131036
pair_858,-0.191146966
pair_859,-0.189606881
pair_86,0.044393891
pair_860,0.355889924
pair_861,0.047915974
pair_862,0.278504455
pair_863,0.033482726
pair_864,-0.066309968
pair_865,-0.018897013
pair_866,-0.046033594
pair_867,0.13807884
pair_868,-0.050279351
pair_869,-0.188481283
pair_87,0.123550432
pair_870,-0.023727488
pair_871,-0.226097565
pair_872,-0.116130347
pair_873,-0.012095238
pair_874,0.035274981
pair_875,-0.064674331
pair_876,-0.000353142
pair_877,-0.159554998
pair_878,-0.026985452
pair_879,0.002084417
pair_88,-0.042344703
pair_880,0.138414174
pair_881,0.309408785
pair_882,-0.123557783
pair_883,0.069585334
pair_884,-0.124917747
pair_885,0.090397083
pair_886,-0.057697195
pair_887,0.043318702
pair_888,0.331908675
pair_889,-0.005407552
pair_89,0.017459734
pair_890,0.224759201
pair_891,-0.029530913
pair_892,-0.1414352
pair_893,-0.146460932
pair_894,-0.146692257
pair_895,0.026778076
pair_896,-0.151446612
pair_897,-0.006018572
pair_898,-0.007642682
pair_899,0.105699807
pair_9,0.108057873
pair_90,0.38283391
pair_900,0.030194246
pair_901,-0.078735202
pair_902,0.105185677
pair_903,0.040413565
pair_904,-0.203597176
pair_905,-0.103826979
pair_906,-0.104325342
pair_907,-0.053777399
pair_908,-0.156452233
pair_909,-0.02734728
pair_91,0.225406571
pair_910,-0.03864187
pair_911,-0.086631728
pair_912,-0.223866242
pair_913,0.018057439
pair_914,-0.126873695
pair_915,-0.062794762
pair_916,0.026660892
pair_917,-0.05471232
pair_918,0.142538293
pair_919,-0.101144558
pair_92,0.265259366
pair_920,-0.113343509
pair_921,-0.104910866
pair_922,-0.040876791
pair_923,-0.073994847
pair_924,0.058621958
pair_925,0.110580691
pair_926,-0.048638011
pair_927,-0.070159383
pair_928,-0.047434933
pair_929,-0.040266693
pair_93,0.028012248
pair_930,0.004787338
pair_931,-0.170869629
pair_932,0.010338352
pair_933,-0.005177373
pair_934,-0.071892619
pair_935,0.023926358
pair_936,-0.000664407
pair_937,-0.005597175
pair_938,-0.040280904
pair_939,0.14927617
pair_94,0.033342315
pair_940,-0.07394023
pair_941,0.043467385
pair_942,0.020056363
pair_943,-0.020398647
pair_944,-0.047609645
pair_945,-0.022777337
pair_946,-0.019131035
pair_947,-0.030913878
pair_948,0.073664831
pair_949,-0.219523973
pair_95,-0.044459997
pair_950,0.035675432
pair_951,-0.083993439
pair_952,0.125307589
pair_953,0.395095561
pair_954,0.484275526
pair_955,0.1636538
pair_956,-0.023593941
pair_957,-0.030833471
pair_958,0.305895524
pair_959,-0.259932518
pair_96,0.045625086
pair_960,0.22213704
pair_961,-0.104099745
pair_962,-0.070081132
pair_963,-0.025723678
pair_964,0.243984923
pair_965,-0.146469152
pair_966,0.042215933
pair_967,-0.118084651
pair_968,0.371930188
pair_969,0.202703121
pair_97,0.042294825
pair_970,-0.007044609
pair_971,0.075134873
pair_972,-0.086155199
pair_973,-0.045624268
pair_974,-0.100458182
pair_975,0.158401303
pair_976,-0.225314536
pair_977,0.102286456
pair_978,-0.227274658
pair_979,-0.075775127
pair_98,-0.02617603
pair_980,-0.135535043
pair_981,-0.228811849
pair_982,-0.157470667
pair_983,-0.077336852
pair_984,0.071882655
pair_985,0.219260563
pair_986,-0.010154097
pair_987,-0.176914486
pair_988,0.076236659
pair_989,-0.099908443
pair_99,0.063957219
pair_990,-0.063077507
pair_991,0.052856684
pair_992,-0.086344547
pair_993,-0.040247133
pair_994,-0.019589773
pair_995,-0.056866141
pair_996,-0.046444815
pair_997,-0.04233421
pair_998,-0.20027825
pair_999,-0.015178643
