"pair_id","sent1_id","sent2_id","group","domain","gold"
"pair_1223","en_MiopostoCaffe_478543071:0","en_MiopostoCaffe_478542920:1","Same","restaurant",3
"pair_1224","en_MiopostoCaffe_478543071:0","en_MiopostoCaffe_479702043:2","Same","restaurant",3
"pair_1225","en_MiopostoCaffe_478543071:1","en_MiopostoCaffe_478543071:2","Same","restaurant",3
"pair_1226","en_MiopostoCaffe_478543071:1","en_MiopostoCaffe_478543072:0","Same","restaurant",3.25
"pair_1227","en_MiopostoCaffe_478543071:1","en_MiopostoCaffe_478543072:1","Same","restaurant",2.66666666666667
"pair_1228","en_MiopostoCaffe_478543071:1","en_MiopostoCaffe_479702043:1","Same","restaurant",3.25
"pair_1229","en_MiopostoCaffe_478543071:2","en_MiopostoCaffe_478543072:1","Same","restaurant",3.25
"pair_123","B0074703CM_149_ANONYMOUS:12","B0074703CM_149_ANONYMOUS:14","Same","laptop",2
"pair_1230","en_MiopostoCaffe_478543071:2","en_MiopostoCaffe_478543072:2","Same","restaurant",3
"pair_1231","en_MiopostoCaffe_478543071:2","en_MiopostoCaffe_479702043:1","Same","restaurant",3
"pair_1232","en_MiopostoCaffe_478543072:0","en_MiopostoCaffe_478543072:1","Same","restaurant",2.66666666666667
"pair_1233","en_MiopostoCaffe_478543072:0","en_MiopostoCaffe_478543072:2","Same","restaurant",3
"pair_1234","en_MiopostoCaffe_478543072:0","en_MiopostoCaffe_479702043:1","Same","restaurant",2.66666666666667
"pair_1235","en_MiopostoCaffe_478543072:1","en_MiopostoCaffe_479702043:1","Same","restaurant",2.66666666666667
"pair_1236","en_MiopostoCaffe_478543072:2","en_MiopostoCaffe_479702043:1","Same","restaurant",3
"pair_1237","en_MiopostoCaffe_479702043:2","en_MiopostoCaffe_479702043:7","Same","restaurant",2.75
"pair_1238","en_MiopostoCaffe_479702043:2","en_MiopostoCaffe_479702043:9","Same","restaurant",3.2
"pair_1239","en_MiopostoCaffe_479702043:5","en_MiopostoCaffe_479702043:6","Same","restaurant",2.5
"pair_124","B0074703CM_149_ANONYMOUS:12","B0074703CM_149_ANONYMOUS:16","Same","laptop",3
"pair_1240","en_Murphy's_478075037:0","en_Murphy's_478075037:1","Same","restaurant",4
"pair_1241","en_Murphy's_478075040:0","en_Murphy's_478075037:0","Different","restaurant",0.666666666666667
"pair_1242","en_Murphy's_478075040:0","en_Murphy's_478075037:1","Different","restaurant",0.666666666666667
"pair_1243","en_Murphy's_478075040:0","en_Murphy's_478075040:2","Same","restaurant",3.5
"pair_1244","en_Murphy's_478075040:0","en_Murphy's_478075041:7","Same","restaurant",3
"pair_1245","en_Murphy's_478075040:1","en_Murphy's_478075041:5","Same","restaurant",2.25
"pair_1246","en_Murphy's_478075040:2","en_Murphy's_478075037:0","Different","restaurant",0.666666666666667
"pair_1247","en_Murphy's_478075040:2","en_Murphy's_478075037:1","Different","restaurant",1
"pair_1248","en_Murphy's_478075040:2","en_Murphy's_478075041:7","Same","restaurant",3
"pair_1249","en_Murphy's_478075040:4","en_Murphy's_478075037:0","Different","restaurant",0.666666666666667
"pair_125","B0074703CM_149_ANONYMOUS:12","B0074703CM_257_ANONYMOUS:4","Same","laptop",2
"pair_1250","en_Murphy's_478075040:4","en_Murphy's_478075041:2","Same","restaurant",2.5
"pair_1251","en_Murphy's_478075040:6","en_Murphy's_478075037:0","Different","restaurant",1.66666666666667
"pair_1252","en_Murphy's_478075041:2","en_Murphy's_478075041:7","Same","restaurant",1.75
"pair_1253","en_Murphy's_478075041:3","en_Murphy's_478075041:5","Same","restaurant",2.33333333333333
"pair_1254","en_Murphy's_478075041:7","en_Murphy's_478075037:0","Different","restaurant",1
"pair_1255","en_OpenSesame_477970770:0","en_OpenSesame_477970937:10","Same","restaurant",3
"pair_1256","en_OpenSesame_477970770:0","en_OpenSesame_477970937:4","Same","restaurant",3
"pair_1257","en_OpenSesame_477970770:0","en_OpenSesame_477970938:1","Same","restaurant",3.25
"pair_1258","en_OpenSesame_477970770:0","en_OpenSesame_477970938:9","Same","restaurant",2.33333333333333
"pair_1259","en_OpenSesame_477970770:0","en_OpenSesame_477970940:8","Same","restaurant",2.66666666666667
"pair_126","B0074703CM_149_ANONYMOUS:12","B0074703CM_257_ANONYMOUS:5","Different","laptop",1.33333333333333
"pair_1260","en_OpenSesame_477970770:3","en_OpenSesame_477970937:5","Same","restaurant",3
"pair_1261","en_OpenSesame_477970770:3","en_OpenSesame_477970937:6","Same","restaurant",2
"pair_1262","en_OpenSesame_477970770:3","en_OpenSesame_477970940:0","Same","restaurant",2.5
"pair_1263","en_OpenSesame_477970770:3","en_OpenSesame_477970940:4","Same","restaurant",2.66666666666667
"pair_1264","en_OpenSesame_477970936:1","en_OpenSesame_477970936:6","Same","restaurant",3.5
"pair_1265","en_OpenSesame_477970937:0","en_OpenSesame_477970936:2","Same","restaurant",3.25
"pair_1266","en_OpenSesame_477970937:10","en_OpenSesame_477970936:6","Same","restaurant",3.25
"pair_1267","en_OpenSesame_477970937:9","en_OpenSesame_477970936:5","Different","restaurant",0.666666666666667
"pair_1268","en_OpenSesame_477970938:0","en_OpenSesame_477970937:0","Same","restaurant",3
"pair_1269","en_OpenSesame_477970938:0","en_OpenSesame_477970937:6","Same","restaurant",3
"pair_127","B0074703CM_149_ANONYMOUS:13","B0074703CM_149_ANONYMOUS:14","Same","laptop",2
"pair_1270","en_OpenSesame_477970938:0","en_OpenSesame_477970940:4","Same","restaurant",2.5
"pair_1271","en_OpenSesame_477970938:1","en_OpenSesame_477970937:10","Same","restaurant",2
"pair_1272","en_OpenSesame_477970938:1","en_OpenSesame_477970937:4","Same","restaurant",2.66666666666667
"pair_1273","en_OpenSesame_477970938:1","en_OpenSesame_477970938:9","Same","restaurant",1.5
"pair_1274","en_OpenSesame_477970938:2","en_OpenSesame_477970937:6","Same","restaurant",3.66666666666667
"pair_1275","en_OpenSesame_477970938:7","en_OpenSesame_477970940:2","Same","restaurant",3.33333333333333
"pair_1276","en_OpenSesame_477970938:8","en_OpenSesame_477970936:5","Same","restaurant",3.5
"pair_1277","en_OpenSesame_477970938:8","en_OpenSesame_477970937:9","Different","restaurant",1
"pair_1278","en_OpenSesame_477970938:8","en_OpenSesame_477970940:7","Different","restaurant",1
"pair_1279","en_OpenSesame_477970938:9","en_OpenSesame_477970936:1","Same","restaurant",3
"pair_128","B0074703CM_149_ANONYMOUS:13","B0074703CM_149_ANONYMOUS:15","Same","laptop",1.8
"pair_1280","en_OpenSesame_477970938:9","en_OpenSesame_477970936:6","Same","restaurant",3.5
"pair_1281","en_OpenSesame_477970938:9","en_OpenSesame_477970937:4","Same","restaurant",2.25
"pair_1282","en_OpenSesame_477970938:9","en_OpenSesame_477970940:8","Same","restaurant",2.33333333333333
"pair_1283","en_OpenSesame_477970939:0","en_OpenSesame_477970937:10","Same","restaurant",2.66666666666667
"pair_1284","en_OpenSesame_477970939:0","en_OpenSesame_477970938:9","Same","restaurant",2.8
"pair_1285","en_OpenSesame_477970939:0","en_OpenSesame_477970939:6","Same","restaurant",3
"pair_1286","en_OpenSesame_477970939:0","en_OpenSesame_477970940:8","Same","restaurant",2.33333333333333
"pair_1287","en_OpenSesame_477970939:3","en_OpenSesame_477970937:6","Same","restaurant",3
"pair_1288","en_OpenSesame_477970939:3","en_OpenSesame_477970938:5","Same","restaurant",3.25
"pair_1289","en_OpenSesame_477970939:3","en_OpenSesame_477970939:5","Same","restaurant",3.33333333333333
"pair_129","B0074703CM_149_ANONYMOUS:13","B0074703CM_149_ANONYMOUS:16","Same","laptop",2
"pair_1290","en_OpenSesame_477970939:3","en_OpenSesame_477970940:2","Same","restaurant",3.75
"pair_1291","en_OpenSesame_477970939:5","en_OpenSesame_477970937:0","Same","restaurant",3
"pair_1292","en_OpenSesame_477970939:5","en_OpenSesame_477970937:5","Same","restaurant",3
"pair_1293","en_OpenSesame_477970939:5","en_OpenSesame_477970938:2","Same","restaurant",3.5
"pair_1294","en_OpenSesame_477970939:5","en_OpenSesame_477970938:7","Same","restaurant",2.75
"pair_1295","en_OpenSesame_477970939:5","en_OpenSesame_477970940:4","Same","restaurant",2.66666666666667
"pair_1296","en_OpenSesame_477970939:6","en_OpenSesame_477970770:0","Same","restaurant",2.75
"pair_1297","en_OpenSesame_477970939:6","en_OpenSesame_477970936:6","Same","restaurant",3.25
"pair_1298","en_OpenSesame_477970939:6","en_OpenSesame_477970937:10","Same","restaurant",2.75
"pair_1299","en_OpenSesame_477970939:6","en_OpenSesame_477970937:4","Same","restaurant",2.5
"pair_13","B0074703CM_102_ANONYMOUS:4","B0074703CM_182_ANONYMOUS:2","Same","laptop",3
"pair_130","B0074703CM_149_ANONYMOUS:13","B0074703CM_257_ANONYMOUS:4","Same","laptop",1.75
"pair_1300","en_OpenSesame_477970939:6","en_OpenSesame_477970938:1","Same","restaurant",2.33333333333333
"pair_1301","en_OpenSesame_477970939:6","en_OpenSesame_477970940:8","Same","restaurant",2.66666666666667
"pair_1302","en_OpenSesame_477970940:2","en_OpenSesame_477970936:2","Same","restaurant",3.75
"pair_1303","en_OpenSesame_477970940:2","en_OpenSesame_477970937:6","Same","restaurant",3
"pair_1304","en_OpenSesame_477970940:4","en_OpenSesame_477970936:2","Same","restaurant",2.8
"pair_1305","en_OpenSesame_477970940:7","en_OpenSesame_477970936:5","Different","restaurant",1
"pair_1306","en_OpenSesame_477970940:7","en_OpenSesame_477970937:9","Same","restaurant",3
"pair_1307","en_OpenSesame_477970940:8","en_OpenSesame_477970936:1","Same","restaurant",2.33333333333333
"pair_1308","en_PagodaRestaurant_478006817:1","en_PagodaRestaurant_479983203:15","Different","restaurant",2.25
"pair_1309","en_PagodaRestaurant_479983203:0","en_PagodaRestaurant_479983203:11","Same","restaurant",2.66666666666667
"pair_131","B0074703CM_149_ANONYMOUS:14","B0074703CM_149_ANONYMOUS:15","Same","laptop",2.33333333333333
"pair_1310","en_PagodaRestaurant_479983203:0","en_PagodaRestaurant_479983203:16","Same","restaurant",3.25
"pair_1311","en_PagodaRestaurant_479983203:11","en_PagodaRestaurant_478006816:2","Same","restaurant",3.25
"pair_1312","en_PagodaRestaurant_479983203:11","en_PagodaRestaurant_479983203:13","Same","restaurant",3
"pair_1313","en_PagodaRestaurant_479983203:11","en_PagodaRestaurant_479983203:15","Same","restaurant",1.25
"pair_1314","en_PagodaRestaurant_479983203:13","en_PagodaRestaurant_478006816:2","Same","restaurant",3
"pair_1315","en_PagodaRestaurant_479983203:13","en_PagodaRestaurant_479983203:15","Same","restaurant",1
"pair_1316","en_PagodaRestaurant_479983203:13","en_PagodaRestaurant_479983203:17","Same","restaurant",3
"pair_1317","en_PagodaRestaurant_479983203:15","en_PagodaRestaurant_478006816:2","Same","restaurant",1.66666666666667
"pair_1318","en_PagodaRestaurant_479983203:15","en_PagodaRestaurant_479983203:17","Same","restaurant",1.75
"pair_1319","en_PagodaRestaurant_479983203:6","en_PagodaRestaurant_478006816:3","Same","restaurant",3.33333333333333
"pair_132","B0074703CM_149_ANONYMOUS:14","B0074703CM_149_ANONYMOUS:16","Same","laptop",2.5
"pair_1320","en_ParkChaletGardenRestaurant_477778171:1","en_ParkChaletGardenRestaurant_477778171:8","Different","restaurant",2.33333333333333
"pair_1321","en_ParkChaletGardenRestaurant_477778171:1","en_ParkChaletGardenRestaurant_477778210:0","Same","restaurant",3
"pair_1322","en_ParkChaletGardenRestaurant_477778171:1","en_ParkChaletGardenRestaurant_477778210:1","Same","restaurant",3.75
"pair_1323","en_ParkChaletGardenRestaurant_477778171:10","en_ParkChaletGardenRestaurant_477778210:10","Different","restaurant",1.75
"pair_1324","en_ParkChaletGardenRestaurant_477778171:10","en_ParkChaletGardenRestaurant_477778210:4","Different","restaurant",2
"pair_1325","en_ParkChaletGardenRestaurant_477778171:10","en_ParkChaletGardenRestaurant_477778210:5","Different","restaurant",1.75
"pair_1326","en_ParkChaletGardenRestaurant_477778171:10","en_ParkChaletGardenRestaurant_477778211:0","Different","restaurant",1.75
"pair_1327","en_ParkChaletGardenRestaurant_477778171:10","en_ParkChaletGardenRestaurant_477778211:11","Different","restaurant",1.4
"pair_1328","en_ParkChaletGardenRestaurant_477778171:10","en_ParkChaletGardenRestaurant_477778211:12","Different","restaurant",1.4
"pair_1329","en_ParkChaletGardenRestaurant_477778171:10","en_ParkChaletGardenRestaurant_477778211:4","Different","restaurant",2
"pair_133","B0074703CM_149_ANONYMOUS:14","B0074703CM_257_ANONYMOUS:5","Different","laptop",2.5
"pair_1330","en_ParkChaletGardenRestaurant_477778171:10","en_ParkChaletGardenRestaurant_477778211:9","Different","restaurant",2
"pair_1331","en_ParkChaletGardenRestaurant_477778171:2","en_ParkChaletGardenRestaurant_477778171:10","Different","restaurant",2.25
"pair_1332","en_ParkChaletGardenRestaurant_477778171:2","en_ParkChaletGardenRestaurant_477778210:10","Same","restaurant",3.5
"pair_1333","en_ParkChaletGardenRestaurant_477778171:2","en_ParkChaletGardenRestaurant_477778210:4","Same","restaurant",3.2
"pair_1334","en_ParkChaletGardenRestaurant_477778171:2","en_ParkChaletGardenRestaurant_477778210:5","Same","restaurant",3.25
"pair_1335","en_ParkChaletGardenRestaurant_477778171:2","en_ParkChaletGardenRestaurant_477778211:0","Same","restaurant",3
"pair_1336","en_ParkChaletGardenRestaurant_477778171:2","en_ParkChaletGardenRestaurant_477778211:11","Same","restaurant",1.75
"pair_1337","en_ParkChaletGardenRestaurant_477778171:2","en_ParkChaletGardenRestaurant_477778211:12","Same","restaurant",2
"pair_1338","en_ParkChaletGardenRestaurant_477778171:2","en_ParkChaletGardenRestaurant_477778211:4","Same","restaurant",3
"pair_1339","en_ParkChaletGardenRestaurant_477778171:2","en_ParkChaletGardenRestaurant_477778211:9","Same","restaurant",2
"pair_134","B0074703CM_149_ANONYMOUS:15","B0074703CM_149_ANONYMOUS:16","Same","laptop",2
"pair_1340","en_ParkChaletGardenRestaurant_477778171:4","en_ParkChaletGardenRestaurant_477778171:8","Same","restaurant",2.66666666666667
"pair_1341","en_ParkChaletGardenRestaurant_477778171:8","en_ParkChaletGardenRestaurant_477778210:0","Different","restaurant",2.33333333333333
"pair_1342","en_ParkChaletGardenRestaurant_477778171:8","en_ParkChaletGardenRestaurant_477778210:1","Different","restaurant",2
"pair_1343","en_ParkChaletGardenRestaurant_477778210:10","en_ParkChaletGardenRestaurant_477778211:0","Same","restaurant",2.66666666666667
"pair_1344","en_ParkChaletGardenRestaurant_477778210:10","en_ParkChaletGardenRestaurant_477778211:11","Same","restaurant",1.75
"pair_1345","en_ParkChaletGardenRestaurant_477778210:10","en_ParkChaletGardenRestaurant_477778211:12","Same","restaurant",1.66666666666667
"pair_1346","en_ParkChaletGardenRestaurant_477778210:10","en_ParkChaletGardenRestaurant_477778211:9","Same","restaurant",2.25
"pair_1347","en_ParkChaletGardenRestaurant_477778210:4","en_ParkChaletGardenRestaurant_477778210:10","Same","restaurant",3
"pair_1348","en_ParkChaletGardenRestaurant_477778210:4","en_ParkChaletGardenRestaurant_477778210:5","Same","restaurant",3.25
"pair_1349","en_ParkChaletGardenRestaurant_477778210:4","en_ParkChaletGardenRestaurant_477778211:0","Same","restaurant",2.75
"pair_135","B0074703CM_149_ANONYMOUS:15","B0074703CM_257_ANONYMOUS:4","Same","laptop",2.33333333333333
"pair_1350","en_ParkChaletGardenRestaurant_477778210:4","en_ParkChaletGardenRestaurant_477778211:11","Same","restaurant",2
"pair_1351","en_ParkChaletGardenRestaurant_477778210:4","en_ParkChaletGardenRestaurant_477778211:12","Same","restaurant",2
"pair_1352","en_ParkChaletGardenRestaurant_477778210:4","en_ParkChaletGardenRestaurant_477778211:4","Same","restaurant",2.75
"pair_1353","en_ParkChaletGardenRestaurant_477778210:4","en_ParkChaletGardenRestaurant_477778211:9","Same","restaurant",1.75
"pair_1354","en_ParkChaletGardenRestaurant_477778210:5","en_ParkChaletGardenRestaurant_477778210:10","Same","restaurant",3
"pair_1355","en_ParkChaletGardenRestaurant_477778210:5","en_ParkChaletGardenRestaurant_477778211:0","Same","restaurant",3
"pair_1356","en_ParkChaletGardenRestaurant_477778210:5","en_ParkChaletGardenRestaurant_477778211:11","Same","restaurant",1.8
"pair_1357","en_ParkChaletGardenRestaurant_477778210:5","en_ParkChaletGardenRestaurant_477778211:12","Same","restaurant",2.25
"pair_1358","en_ParkChaletGardenRestaurant_477778210:5","en_ParkChaletGardenRestaurant_477778211:4","Same","restaurant",3.25
"pair_1359","en_ParkChaletGardenRestaurant_477778211:0","en_ParkChaletGardenRestaurant_477778211:11","Same","restaurant",2.25
"pair_136","B0074703CM_149_ANONYMOUS:15","B0074703CM_257_ANONYMOUS:5","Different","laptop",1.25
"pair_1360","en_ParkChaletGardenRestaurant_477778211:0","en_ParkChaletGardenRestaurant_477778211:12","Same","restaurant",2
"pair_1361","en_ParkChaletGardenRestaurant_477778211:0","en_ParkChaletGardenRestaurant_477778211:4","Same","restaurant",3
"pair_1362","en_ParkChaletGardenRestaurant_477778211:0","en_ParkChaletGardenRestaurant_477778211:9","Same","restaurant",1.6
"pair_1363","en_ParkChaletGardenRestaurant_477778211:11","en_ParkChaletGardenRestaurant_477778211:12","Same","restaurant",2
"pair_1364","en_ParkChaletGardenRestaurant_477778211:4","en_ParkChaletGardenRestaurant_477778211:11","Same","restaurant",1.4
"pair_1365","en_ParkChaletGardenRestaurant_477778211:4","en_ParkChaletGardenRestaurant_477778211:12","Same","restaurant",2
"pair_1366","en_ParkChaletGardenRestaurant_477778211:4","en_ParkChaletGardenRestaurant_477778211:9","Same","restaurant",2
"pair_1367","en_ParkChaletGardenRestaurant_477778211:9","en_ParkChaletGardenRestaurant_477778211:11","Same","restaurant",2
"pair_1368","en_ParkChaletGardenRestaurant_477778211:9","en_ParkChaletGardenRestaurant_477778211:12","Same","restaurant",2
"pair_1369","en_ParkChaletGardenRestaurant_477778282:0","en_ParkChaletGardenRestaurant_477778171:10","Same","restaurant",2.33333333333333
"pair_137","B0074703CM_149_ANONYMOUS:16","B0074703CM_257_ANONYMOUS:4","Same","laptop",3
"pair_1370","en_ParkChaletGardenRestaurant_477778282:0","en_ParkChaletGardenRestaurant_477778171:2","Different","restaurant",3.75
"pair_1371","en_ParkChaletGardenRestaurant_477778282:0","en_ParkChaletGardenRestaurant_477778210:10","Different","restaurant",3.33333333333333
"pair_1372","en_ParkChaletGardenRestaurant_477778282:0","en_ParkChaletGardenRestaurant_477778210:4","Different","restaurant",3.75
"pair_1373","en_ParkChaletGardenRestaurant_477778282:0","en_ParkChaletGardenRestaurant_477778210:5","Different","restaurant",3
"pair_1374","en_ParkChaletGardenRestaurant_477778282:0","en_ParkChaletGardenRestaurant_477778211:0","Different","restaurant",3.2
"pair_1375","en_ParkChaletGardenRestaurant_477778282:0","en_ParkChaletGardenRestaurant_477778211:11","Different","restaurant",2
"pair_1376","en_ParkChaletGardenRestaurant_477778282:0","en_ParkChaletGardenRestaurant_477778211:12","Different","restaurant",2
"pair_1377","en_ParkChaletGardenRestaurant_477778282:0","en_ParkChaletGardenRestaurant_477778211:4","Different","restaurant",2.75
"pair_1378","en_ParkChaletGardenRestaurant_477778282:0","en_ParkChaletGardenRestaurant_477778211:9","Different","restaurant",1.6
"pair_1379","en_ParkChaletGardenRestaurant_477778282:0","en_ParkChaletGardenRestaurant_477778282:2","Different","restaurant",3.33333333333333
"pair_138","B0074703CM_149_ANONYMOUS:16","B0074703CM_257_ANONYMOUS:5","Different","laptop",1.66666666666667
"pair_1380","en_ParkChaletGardenRestaurant_477778282:0","en_ParkChaletGardenRestaurant_477778282:4","Different","restaurant",3
"pair_1381","en_ParkChaletGardenRestaurant_477778282:2","en_ParkChaletGardenRestaurant_477778171:10","Different","restaurant",2
"pair_1382","en_ParkChaletGardenRestaurant_477778282:2","en_ParkChaletGardenRestaurant_477778171:2","Same","restaurant",3.25
"pair_1383","en_ParkChaletGardenRestaurant_477778282:2","en_ParkChaletGardenRestaurant_477778210:10","Same","restaurant",3.75
"pair_1384","en_ParkChaletGardenRestaurant_477778282:2","en_ParkChaletGardenRestaurant_477778210:4","Same","restaurant",3
"pair_1385","en_ParkChaletGardenRestaurant_477778282:2","en_ParkChaletGardenRestaurant_477778210:5","Same","restaurant",3.25
"pair_1386","en_ParkChaletGardenRestaurant_477778282:2","en_ParkChaletGardenRestaurant_477778211:0","Same","restaurant",3.25
"pair_1387","en_ParkChaletGardenRestaurant_477778282:2","en_ParkChaletGardenRestaurant_477778211:11","Same","restaurant",2.25
"pair_1388","en_ParkChaletGardenRestaurant_477778282:2","en_ParkChaletGardenRestaurant_477778211:12","Same","restaurant",2
"pair_1389","en_ParkChaletGardenRestaurant_477778282:2","en_ParkChaletGardenRestaurant_477778211:4","Same","restaurant",2.5
"pair_139","B0074703CM_149_ANONYMOUS:2","B0074703CM_282_ANONYMOUS:10","Same","laptop",2.33333333333333
"pair_1390","en_ParkChaletGardenRestaurant_477778282:2","en_ParkChaletGardenRestaurant_477778211:9","Same","restaurant",2.33333333333333
"pair_1391","en_ParkChaletGardenRestaurant_477778282:2","en_ParkChaletGardenRestaurant_477778282:4","Same","restaurant",3
"pair_1392","en_ParkChaletGardenRestaurant_477778282:4","en_ParkChaletGardenRestaurant_477778171:2","Same","restaurant",3
"pair_1393","en_ParkChaletGardenRestaurant_477778282:4","en_ParkChaletGardenRestaurant_477778210:10","Same","restaurant",3
"pair_1394","en_ParkChaletGardenRestaurant_477778282:4","en_ParkChaletGardenRestaurant_477778210:4","Same","restaurant",2.75
"pair_1395","en_ParkChaletGardenRestaurant_477778282:4","en_ParkChaletGardenRestaurant_477778210:5","Same","restaurant",2.66666666666667
"pair_1396","en_ParkChaletGardenRestaurant_477778282:4","en_ParkChaletGardenRestaurant_477778211:0","Same","restaurant",2.66666666666667
"pair_1397","en_ParkChaletGardenRestaurant_477778282:4","en_ParkChaletGardenRestaurant_477778211:11","Same","restaurant",2.33333333333333
"pair_1398","en_ParkChaletGardenRestaurant_477778282:4","en_ParkChaletGardenRestaurant_477778211:12","Same","restaurant",2
"pair_1399","en_ParkChaletGardenRestaurant_477778282:4","en_ParkChaletGardenRestaurant_477778211:4","Same","restaurant",2.5
"pair_14","B0074703CM_102_ANONYMOUS:4","B0074703CM_192_ANONYMOUS:14","Same","laptop",2.75
"pair_140","B0074703CM_156_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:4","Same","laptop",3
"pair_1400","en_ParkChaletGardenRestaurant_477778282:4","en_ParkChaletGardenRestaurant_477778211:9","Same","restaurant",2
"pair_1401","en_ParkChaletGardenRestaurant_477778282:5","en_ParkChaletGardenRestaurant_477778171:1","Same","restaurant",3.5
"pair_1402","en_ParkChaletGardenRestaurant_477778282:5","en_ParkChaletGardenRestaurant_477778171:8","Different","restaurant",3
"pair_1403","en_ParkChaletGardenRestaurant_477778282:5","en_ParkChaletGardenRestaurant_477778210:0","Same","restaurant",4
"pair_1404","en_ParkChaletGardenRestaurant_477778282:5","en_ParkChaletGardenRestaurant_477778210:1","Same","restaurant",3
"pair_1405","en_Patsy'sPizzeria_478231878:0","en_Patsy'sPizzeria_478232062:3","Different","restaurant",1.33333333333333
"pair_1406","en_Patsy'sPizzeria_478231878:0","en_Patsy'sPizzeria_478232062:4","Different","restaurant",1.75
"pair_1407","en_Patsy'sPizzeria_478231878:2","en_Patsy'sPizzeria_478232062:2","Same","restaurant",2.25
"pair_1408","en_Patsy'sPizzeria_478232062:3","en_Patsy'sPizzeria_478232062:4","Same","restaurant",2.2
"pair_1409","en_ProfessorThom's_478606538:0","en_ProfessorThom's_478606538:10","Same","restaurant",3.33333333333333
"pair_141","B0074703CM_156_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:5","Same","laptop",3
"pair_1410","en_ProfessorThom's_478606538:0","en_ProfessorThom's_478606538:9","Same","restaurant",2
"pair_1411","en_ProfessorThom's_478606538:0","en_ProfessorThom's_478606543:1","Same","restaurant",2
"pair_1412","en_ProfessorThom's_478606538:0","en_ProfessorThom's_478606543:3","Same","restaurant",3
"pair_1413","en_ProfessorThom's_478606538:10","en_ProfessorThom's_478606543:0","Same","restaurant",2.75
"pair_1414","en_ProfessorThom's_478606538:10","en_ProfessorThom's_478606543:1","Same","restaurant",3
"pair_1415","en_ProfessorThom's_478606538:10","en_ProfessorThom's_478606543:3","Same","restaurant",1.8
"pair_1416","en_ProfessorThom's_478606538:3","en_ProfessorThom's_478606543:1","Same","restaurant",2.25
"pair_1417","en_ProfessorThom's_478606538:3","en_ProfessorThom's_478606543:3","Same","restaurant",2.25
"pair_1418","en_ProfessorThom's_478606538:5","en_ProfessorThom's_478606538:6","Same","restaurant",2.33333333333333
"pair_1419","en_ProfessorThom's_478606538:9","en_ProfessorThom's_478606543:0","Same","restaurant",3
"pair_142","B0074703CM_156_ANONYMOUS:1","B0074703CM_148_ANONYMOUS:1","Same","laptop",3
"pair_1420","en_ProfessorThom's_478606538:9","en_ProfessorThom's_478606543:1","Same","restaurant",3
"pair_1421","en_ProfessorThom's_478606538:9","en_ProfessorThom's_478606543:3","Same","restaurant",2.66666666666667
"pair_1422","en_ProfessorThom's_478606540:1","en_ProfessorThom's_478606538:0","Same","restaurant",2.8
"pair_1423","en_ProfessorThom's_478606540:1","en_ProfessorThom's_478606538:10","Same","restaurant",2
"pair_1424","en_ProfessorThom's_478606540:1","en_ProfessorThom's_478606538:3","Same","restaurant",2.33333333333333
"pair_1425","en_ProfessorThom's_478606540:1","en_ProfessorThom's_478606538:9","Same","restaurant",2.66666666666667
"pair_1426","en_ProfessorThom's_478606540:1","en_ProfessorThom's_478606540:2","Same","restaurant",2.5
"pair_1427","en_ProfessorThom's_478606540:1","en_ProfessorThom's_478606540:4","Same","restaurant",3
"pair_1428","en_ProfessorThom's_478606540:1","en_ProfessorThom's_478606543:1","Same","restaurant",3
"pair_1429","en_ProfessorThom's_478606540:1","en_ProfessorThom's_478606543:3","Same","restaurant",3
"pair_143","B0074703CM_156_ANONYMOUS:1","B0074703CM_159_ANONYMOUS:2","Same","laptop",2.33333333333333
"pair_1430","en_ProfessorThom's_478606540:2","en_ProfessorThom's_478606538:0","Same","restaurant",2.6
"pair_1431","en_ProfessorThom's_478606540:2","en_ProfessorThom's_478606538:3","Same","restaurant",2.33333333333333
"pair_1432","en_ProfessorThom's_478606540:2","en_ProfessorThom's_478606538:9","Same","restaurant",2.75
"pair_1433","en_ProfessorThom's_478606540:2","en_ProfessorThom's_478606543:0","Same","restaurant",3
"pair_1434","en_ProfessorThom's_478606540:2","en_ProfessorThom's_478606543:1","Same","restaurant",3
"pair_1435","en_ProfessorThom's_478606540:2","en_ProfessorThom's_478606543:3","Same","restaurant",2.75
"pair_1436","en_ProfessorThom's_478606540:3","en_ProfessorThom's_478606538:5","Same","restaurant",2
"pair_1437","en_ProfessorThom's_478606540:3","en_ProfessorThom's_478606538:6","Same","restaurant",2.25
"pair_1438","en_ProfessorThom's_478606540:4","en_ProfessorThom's_478606538:3","Same","restaurant",2.33333333333333
"pair_1439","en_ProfessorThom's_478606540:4","en_ProfessorThom's_478606538:9","Same","restaurant",3
"pair_144","B0074703CM_156_ANONYMOUS:1","B0074703CM_173_ANONYMOUS:4","Different","laptop",2
"pair_1440","en_ProfessorThom's_478606540:4","en_ProfessorThom's_478606543:0","Same","restaurant",2.33333333333333
"pair_1441","en_ProfessorThom's_478606540:4","en_ProfessorThom's_478606543:1","Same","restaurant",3
"pair_1442","en_ProfessorThom's_478606540:4","en_ProfessorThom's_478606543:3","Same","restaurant",3.25
"pair_1443","en_ProfessorThom's_478606543:0","en_ProfessorThom's_478606543:1","Same","restaurant",2.75
"pair_1444","en_ProfessorThom's_478606543:0","en_ProfessorThom's_478606543:3","Same","restaurant",3
