pair_id,sent1_text,sent2_text,domain,group,avg
pair_1338,We waited over 30 minutes for our drinks and over 1 1/2 hours for our food.,We put out name down and although there were open tables we were told that it'd be a 30 minute wait.,Restaurant,Same,3
pair_1339,We waited over 30 minutes for our drinks and over 1 1/2 hours for our food.,None that I can think of.,Restaurant,Same,2
pair_134,So I'm going back to Genius Bar for visit #6.,I think it may have to be 'Apple Don't Care' instead of Apple Care.,Laptop,Same,2
pair_1340,"HOWEVER, one Sunday afternoon my husband and I did go (although with my loud protests) and were pleasantly surprised.",It was like dining at a completely different restaurant.,Restaurant,Same,2.666666667
pair_1341,It was like dining at a completely different restaurant.,AVOID THE PLACE,Restaurant,Different,2.333333333
pair_1342,It was like dining at a completely different restaurant.,– Save yourself the waste of time & DO NOT visit.,Restaurant,Different,2
pair_1343,We left without ever getting service.,"Terrible service, food ok, pricey",Restaurant,Same,2.666666667
pair_1344,We left without ever getting service.,Um so now what are appetizers for???,Restaurant,Same,1.75
pair_1345,We left without ever getting service.,Oh I forgot to mention that they don't have bread service.,Restaurant,Same,1.666666667
pair_1346,We left without ever getting service.,None that I can think of.,Restaurant,Same,2.25
pair_1347,I waited for 10-15 minutes for service ordered a beer & was never served again.,We left without ever getting service.,Restaurant,Same,3
pair_1348,I waited for 10-15 minutes for service ordered a beer & was never served again.,After sitting there with my empty glass for over 20 minutes I left.,Restaurant,Same,3.25
pair_1349,I waited for 10-15 minutes for service ordered a beer & was never served again.,"Terrible service, food ok, pricey",Restaurant,Same,2.75
pair_135,So I'm going back to Genius Bar for visit #6.,They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,Laptop,Same,2.333333333
pair_1350,I waited for 10-15 minutes for service ordered a beer & was never served again.,Um so now what are appetizers for???,Restaurant,Same,2
pair_1351,I waited for 10-15 minutes for service ordered a beer & was never served again.,Oh I forgot to mention that they don't have bread service.,Restaurant,Same,2
pair_1352,I waited for 10-15 minutes for service ordered a beer & was never served again.,We put out name down and although there were open tables we were told that it'd be a 30 minute wait.,Restaurant,Same,2.75
pair_1353,I waited for 10-15 minutes for service ordered a beer & was never served again.,None that I can think of.,Restaurant,Same,1.75
pair_1354,After sitting there with my empty glass for over 20 minutes I left.,We left without ever getting service.,Restaurant,Same,3
pair_1355,After sitting there with my empty glass for over 20 minutes I left.,"Terrible service, food ok, pricey",Restaurant,Same,3
pair_1356,After sitting there with my empty glass for over 20 minutes I left.,Um so now what are appetizers for???,Restaurant,Same,1.8
pair_1357,After sitting there with my empty glass for over 20 minutes I left.,Oh I forgot to mention that they don't have bread service.,Restaurant,Same,2.25
pair_1358,After sitting there with my empty glass for over 20 minutes I left.,We put out name down and although there were open tables we were told that it'd be a 30 minute wait.,Restaurant,Same,3.25
pair_1359,"Terrible service, food ok, pricey",Um so now what are appetizers for???,Restaurant,Same,2.25
pair_136,So I'm going back to Genius Bar for visit #6.,They ended up not charging me.,Laptop,Different,1.25
pair_1360,"Terrible service, food ok, pricey",Oh I forgot to mention that they don't have bread service.,Restaurant,Same,2
pair_1361,"Terrible service, food ok, pricey",We put out name down and although there were open tables we were told that it'd be a 30 minute wait.,Restaurant,Same,3
pair_1362,"Terrible service, food ok, pricey",None that I can think of.,Restaurant,Same,1.6
pair_1363,Um so now what are appetizers for???,Oh I forgot to mention that they don't have bread service.,Restaurant,Same,2
pair_1364,We put out name down and although there were open tables we were told that it'd be a 30 minute wait.,Um so now what are appetizers for???,Restaurant,Same,1.4
pair_1365,We put out name down and although there were open tables we were told that it'd be a 30 minute wait.,Oh I forgot to mention that they don't have bread service.,Restaurant,Same,2
pair_1366,We put out name down and although there were open tables we were told that it'd be a 30 minute wait.,None that I can think of.,Restaurant,Same,2
pair_1367,None that I can think of.,Um so now what are appetizers for???,Restaurant,Same,2
pair_1368,None that I can think of.,Oh I forgot to mention that they don't have bread service.,Restaurant,Same,2
pair_1369,Worst Service I Ever Had,"We did have the same waiter the second time, so maybe the service is spotty and our luck is good.",Restaurant,Same,2.333333333
pair_137,I think it may have to be 'Apple Don't Care' instead of Apple Care.,They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,Laptop,Same,3
pair_1370,Worst Service I Ever Had,We waited over 30 minutes for our drinks and over 1 1/2 hours for our food.,Restaurant,Different,3.75
pair_1371,Worst Service I Ever Had,We left without ever getting service.,Restaurant,Different,3.333333333
pair_1372,Worst Service I Ever Had,I waited for 10-15 minutes for service ordered a beer & was never served again.,Restaurant,Different,3.75
pair_1373,Worst Service I Ever Had,After sitting there with my empty glass for over 20 minutes I left.,Restaurant,Different,3
pair_1374,Worst Service I Ever Had,"Terrible service, food ok, pricey",Restaurant,Different,3.2
pair_1375,Worst Service I Ever Had,Um so now what are appetizers for???,Restaurant,Different,2
pair_1376,Worst Service I Ever Had,Oh I forgot to mention that they don't have bread service.,Restaurant,Different,2
pair_1377,Worst Service I Ever Had,We put out name down and although there were open tables we were told that it'd be a 30 minute wait.,Restaurant,Different,2.75
pair_1378,Worst Service I Ever Had,None that I can think of.,Restaurant,Different,1.6
pair_1379,Worst Service I Ever Had,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,Restaurant,Different,3.333333333
pair_138,I think it may have to be 'Apple Don't Care' instead of Apple Care.,They ended up not charging me.,Laptop,Different,1.666666667
pair_1380,Worst Service I Ever Had,"I complained to the manager, but he was not even apologetic.",Restaurant,Different,3
pair_1381,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,"We did have the same waiter the second time, so maybe the service is spotty and our luck is good.",Restaurant,Different,2
pair_1382,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,We waited over 30 minutes for our drinks and over 1 1/2 hours for our food.,Restaurant,Same,3.25
pair_1383,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,We left without ever getting service.,Restaurant,Same,3.75
pair_1384,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,I waited for 10-15 minutes for service ordered a beer & was never served again.,Restaurant,Same,3
pair_1385,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,After sitting there with my empty glass for over 20 minutes I left.,Restaurant,Same,3.25
pair_1386,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,"Terrible service, food ok, pricey",Restaurant,Same,3.25
pair_1387,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,Um so now what are appetizers for???,Restaurant,Same,2.25
pair_1388,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,Oh I forgot to mention that they don't have bread service.,Restaurant,Same,2
pair_1389,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,We put out name down and although there were open tables we were told that it'd be a 30 minute wait.,Restaurant,Same,2.5
pair_139,I was shocked at how much worse this product has been since my first purchase.,I can't believe people like these computers.,Laptop,Same,2.333333333
pair_1390,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,None that I can think of.,Restaurant,Same,2.333333333
pair_1391,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,"I complained to the manager, but he was not even apologetic.",Restaurant,Same,3
pair_1392,"I complained to the manager, but he was not even apologetic.",We waited over 30 minutes for our drinks and over 1 1/2 hours for our food.,Restaurant,Same,3
pair_1393,"I complained to the manager, but he was not even apologetic.",We left without ever getting service.,Restaurant,Same,3
pair_1394,"I complained to the manager, but he was not even apologetic.",I waited for 10-15 minutes for service ordered a beer & was never served again.,Restaurant,Same,2.75
pair_1395,"I complained to the manager, but he was not even apologetic.",After sitting there with my empty glass for over 20 minutes I left.,Restaurant,Same,2.666666667
pair_1396,"I complained to the manager, but he was not even apologetic.","Terrible service, food ok, pricey",Restaurant,Same,2.666666667
pair_1397,"I complained to the manager, but he was not even apologetic.",Um so now what are appetizers for???,Restaurant,Same,2.333333333
pair_1398,"I complained to the manager, but he was not even apologetic.",Oh I forgot to mention that they don't have bread service.,Restaurant,Same,2
pair_1399,"I complained to the manager, but he was not even apologetic.",We put out name down and although there were open tables we were told that it'd be a 30 minute wait.,Restaurant,Same,2.5
pair_14,"It takes less time to power up, and if you just close the case it go into sleep mode.","Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",Laptop,Same,2.75
pair_140,I can say that I am fully satisfied with the performance that the computer has supplied.,"It takes less time to power up, and if you just close the case it go into sleep mode.",Laptop,Same,3
pair_1400,"I complained to the manager, but he was not even apologetic.",None that I can think of.,Restaurant,Same,2
pair_1401,I will never return again.,– My first time to dine at this restaurant was with my son and it was absolutely horrible!,Restaurant,Same,3.5
pair_1402,I will never return again.,It was like dining at a completely different restaurant.,Restaurant,Different,3
pair_1403,I will never return again.,AVOID THE PLACE,Restaurant,Same,4
pair_1404,I will never return again.,– Save yourself the waste of time & DO NOT visit.,Restaurant,Same,3
pair_1405,Mama Mia – I live in the neighborhood and feel lucky to live by such a great pizza place.,I probably wouldn't go back though 'cuz I don't know if it's worth it.,Restaurant,Different,1.333333333
pair_1406,Mama Mia – I live in the neighborhood and feel lucky to live by such a great pizza place.,Maybe I'll go back once more many years from now when I've forgotten I went there already.,Restaurant,Different,1.75
pair_1407,"BUt once done, it's not too much dough, not too much cheese, not too much sauce.","The pizza itself is not exactly the best I've had EVER, but still pretty good.",Restaurant,Same,2.25
pair_1408,I probably wouldn't go back though 'cuz I don't know if it's worth it.,Maybe I'll go back once more many years from now when I've forgotten I went there already.,Restaurant,Same,2.2
pair_1409,I FOUND A NEW HOME ON SECOND AVENUE!!!!!!!!!!!!,I found a new home and just moved with a long lease.,Restaurant,Same,3.333333333
pair_141,I can say that I am fully satisfied with the performance that the computer has supplied.,WHen you open it wakes up almost immediately.,Laptop,Same,3
pair_1410,I FOUND A NEW HOME ON SECOND AVENUE!!!!!!!!!!!!,Kudos to these guys.,Restaurant,Same,2
pair_1411,I FOUND A NEW HOME ON SECOND AVENUE!!!!!!!!!!!!,You Can't Go Wrong Here.,Restaurant,Same,2
pair_1412,I FOUND A NEW HOME ON SECOND AVENUE!!!!!!!!!!!!,In Grammercy/Union Square/East Village this is my neighbors and my favorite spot.,Restaurant,Same,3
pair_1413,I found a new home and just moved with a long lease.,Best Neighborhood Standby.,Restaurant,Same,2.75
pair_1414,I found a new home and just moved with a long lease.,You Can't Go Wrong Here.,Restaurant,Same,3
pair_1415,I found a new home and just moved with a long lease.,In Grammercy/Union Square/East Village this is my neighbors and my favorite spot.,Restaurant,Same,1.8
pair_1416,Just go there and see for yourself.,You Can't Go Wrong Here.,Restaurant,Same,2.25
pair_1417,Just go there and see for yourself.,In Grammercy/Union Square/East Village this is my neighbors and my favorite spot.,Restaurant,Same,2.25
pair_1418,"You need to watch your game, they will have it on for you.",The owners are great fun and the beer selection is worth staying for.,Restaurant,Same,2.333333333
pair_1419,Kudos to these guys.,Best Neighborhood Standby.,Restaurant,Same,3
pair_142,I can say that I am fully satisfied with the performance that the computer has supplied.,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",Laptop,Same,3
pair_1420,Kudos to these guys.,You Can't Go Wrong Here.,Restaurant,Same,3
pair_1421,Kudos to these guys.,In Grammercy/Union Square/East Village this is my neighbors and my favorite spot.,Restaurant,Same,2.666666667
pair_1422,– By far the best bar in the east village...,I FOUND A NEW HOME ON SECOND AVENUE!!!!!!!!!!!!,Restaurant,Same,2.8
pair_1423,– By far the best bar in the east village...,I found a new home and just moved with a long lease.,Restaurant,Same,2
pair_1424,– By far the best bar in the east village...,Just go there and see for yourself.,Restaurant,Same,2.333333333
pair_1425,– By far the best bar in the east village...,Kudos to these guys.,Restaurant,Same,2.666666667
pair_1426,– By far the best bar in the east village...,I went there with some friends one night to play bingo and watch the sox game and it was a blast!,Restaurant,Same,2.5
pair_1427,– By far the best bar in the east village...,Been there lots since and its always a good time.,Restaurant,Same,3
pair_1428,– By far the best bar in the east village...,You Can't Go Wrong Here.,Restaurant,Same,3
pair_1429,– By far the best bar in the east village...,In Grammercy/Union Square/East Village this is my neighbors and my favorite spot.,Restaurant,Same,3
pair_143,I can say that I am fully satisfied with the performance that the computer has supplied.,Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,Laptop,Same,2.333333333
pair_1430,I went there with some friends one night to play bingo and watch the sox game and it was a blast!,I FOUND A NEW HOME ON SECOND AVENUE!!!!!!!!!!!!,Restaurant,Same,2.6
pair_1431,I went there with some friends one night to play bingo and watch the sox game and it was a blast!,Just go there and see for yourself.,Restaurant,Same,2.333333333
pair_1432,I went there with some friends one night to play bingo and watch the sox game and it was a blast!,Kudos to these guys.,Restaurant,Same,2.75
pair_1433,I went there with some friends one night to play bingo and watch the sox game and it was a blast!,Best Neighborhood Standby.,Restaurant,Same,3
pair_1434,I went there with some friends one night to play bingo and watch the sox game and it was a blast!,You Can't Go Wrong Here.,Restaurant,Same,3
pair_1435,I went there with some friends one night to play bingo and watch the sox game and it was a blast!,In Grammercy/Union Square/East Village this is my neighbors and my favorite spot.,Restaurant,Same,2.75
pair_1436,"Every time ""0-sixtynine"" is called the bartender buys everyone drinks!","You need to watch your game, they will have it on for you.",Restaurant,Same,2
pair_1437,"Every time ""0-sixtynine"" is called the bartender buys everyone drinks!",The owners are great fun and the beer selection is worth staying for.,Restaurant,Same,2.25
pair_1438,Been there lots since and its always a good time.,Just go there and see for yourself.,Restaurant,Same,2.333333333
pair_1439,Been there lots since and its always a good time.,Kudos to these guys.,Restaurant,Same,3
pair_144,I can say that I am fully satisfied with the performance that the computer has supplied.,From time to time I get the 'spinning beach ball' that holds up progress.,Laptop,Different,2
pair_1440,Been there lots since and its always a good time.,Best Neighborhood Standby.,Restaurant,Same,2.333333333
pair_1441,Been there lots since and its always a good time.,You Can't Go Wrong Here.,Restaurant,Same,3
pair_1442,Been there lots since and its always a good time.,In Grammercy/Union Square/East Village this is my neighbors and my favorite spot.,Restaurant,Same,3.25
pair_1443,Best Neighborhood Standby.,You Can't Go Wrong Here.,Restaurant,Same,2.75
pair_1444,Best Neighborhood Standby.,In Grammercy/Union Square/East Village this is my neighbors and my favorite spot.,Restaurant,Same,3
pair_1445,You Can't Go Wrong Here.,In Grammercy/Union Square/East Village this is my neighbors and my favorite spot.,Restaurant,Same,2.666666667
pair_1446,Dungeness crabs here!,I ended the meal with the unusual dessert of a port and chocolate tasting....yummy!,Restaurant,Same,2
pair_1447,Dungeness crabs here!,The scallops are apparently cooked in a black olive butter which really makes them unique (not to mention tasty).,Restaurant,Same,1.6
pair_1448,Dungeness crabs here!,My friend enjoyed the grilled Alaskan King Salmon with delectable creamed Washington russet potatoes and crisp green beans.,Restaurant,Same,2.5
pair_1449,– Ray's is THE place to go for high quality seafood dinners.,We shared the family platter and I especially enjoyed the black cod in sake kasu.,Restaurant,Same,3
pair_145,I can say that I am fully satisfied with the performance that the computer has supplied.,Very quick to get it up and running with a minimum setup time right after you open the box.,Laptop,Same,3
pair_1450,We were only in Seattle for one night and I'm so glad we picked Rays for dinner!,"All considered, I have to say that Ray's Boathouse is deserving of its title as a Seattle institution.",Restaurant,Same,3
pair_1451,We shared the family platter and I especially enjoyed the black cod in sake kasu.,My friend enjoyed the grilled Alaskan King Salmon with delectable creamed Washington russet potatoes and crisp green beans.,Restaurant,Same,3
pair_1452,And the service was simply spendid - quite a delight.,"To start things off, our lovely server Brooke was quickly on hand to take my drink order.",Restaurant,Same,3.25
pair_1453,– After 12 years in Seattle Ray's rates as the place we always go back to.,We were only in Seattle for one night and I'm so glad we picked Rays for dinner!,Restaurant,Same,2.666666667
pair_1454,– After 12 years in Seattle Ray's rates as the place we always go back to.,– I am exceedingly pleased to report that my dinner at Ray's Boathouse last Friday completely exceeded my expectations.,Restaurant,Same,3
pair_1455,– After 12 years in Seattle Ray's rates as the place we always go back to.,"All considered, I have to say that Ray's Boathouse is deserving of its title as a Seattle institution.",Restaurant,Same,2.666666667
pair_1456,– After 12 years in Seattle Ray's rates as the place we always go back to.,Always a winner.,Restaurant,Same,3.2
pair_1457,"Great food, spectacular location, and friendly service keep us coming back year after year.",Dungeness crabs here!,Restaurant,Same,2.333333333
pair_1458,"Great food, spectacular location, and friendly service keep us coming back year after year.",We shared the family platter and I especially enjoyed the black cod in sake kasu.,Restaurant,Same,2.666666667
pair_1459,"Great food, spectacular location, and friendly service keep us coming back year after year.",The scallops are apparently cooked in a black olive butter which really makes them unique (not to mention tasty).,Restaurant,Same,3
pair_146,I can say that I am fully satisfied with the performance that the computer has supplied.,"Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",Laptop,Same,2.5
pair_1460,"Great food, spectacular location, and friendly service keep us coming back year after year.","I had a taste of all three items on her plate, and they were superb.",Restaurant,Same,3.25
pair_1461,"The sommelier is fantastic, down-to-earth, & extremely knowlegable.",And the service was simply spendid - quite a delight.,Restaurant,Same,3.25
pair_1462,"The sommelier is fantastic, down-to-earth, & extremely knowlegable.","To start things off, our lovely server Brooke was quickly on hand to take my drink order.",Restaurant,Same,3.25
pair_1463,Nice job!,– I am exceedingly pleased to report that my dinner at Ray's Boathouse last Friday completely exceeded my expectations.,Restaurant,Same,3
pair_1464,Nice job!,"All considered, I have to say that Ray's Boathouse is deserving of its title as a Seattle institution.",Restaurant,Same,2.666666667
pair_1465,The scallops are apparently cooked in a black olive butter which really makes them unique (not to mention tasty).,My friend enjoyed the grilled Alaskan King Salmon with delectable creamed Washington russet potatoes and crisp green beans.,Restaurant,Same,2.333333333
pair_1466,My friend enjoyed the grilled Alaskan King Salmon with delectable creamed Washington russet potatoes and crisp green beans.,"I had a taste of all three items on her plate, and they were superb.",Restaurant,Same,3
pair_1467,The best calamari in Seattle!,We shared the family platter and I especially enjoyed the black cod in sake kasu.,Restaurant,Same,2.8
pair_1468,The best calamari in Seattle!,My friend enjoyed the grilled Alaskan King Salmon with delectable creamed Washington russet potatoes and crisp green beans.,Restaurant,Same,2.4
pair_1469,The best calamari in Seattle!,"I had a taste of all three items on her plate, and they were superb.",Restaurant,Same,3
pair_147,I can say that I am fully satisfied with the performance that the computer has supplied.,It runs faster than it did when I got it.,Laptop,Same,3
pair_1470,A perfect place to take out of town guests any time of the year.,We were only in Seattle for one night and I'm so glad we picked Rays for dinner!,Restaurant,Same,3
pair_1471,A perfect place to take out of town guests any time of the year.,– After 12 years in Seattle Ray's rates as the place we always go back to.,Restaurant,Same,2.75
pair_1472,A perfect place to take out of town guests any time of the year.,– I am exceedingly pleased to report that my dinner at Ray's Boathouse last Friday completely exceeded my expectations.,Restaurant,Same,3.666666667
pair_1473,A perfect place to take out of town guests any time of the year.,Always a winner.,Restaurant,Same,3
pair_1474,Best Crab Cakes in Town,"Great seasonal fish and seafood, with a classy waterfront setting.",Restaurant,Same,3
pair_1475,"Great seasonal fish and seafood, with a classy waterfront setting.",– Ray's is THE place to go for high quality seafood dinners.,Restaurant,Same,3
pair_1476,"Great seasonal fish and seafood, with a classy waterfront setting.","I had a taste of all three items on her plate, and they were superb.",Restaurant,Same,3
pair_1477,Always a winner.,We were only in Seattle for one night and I'm so glad we picked Rays for dinner!,Restaurant,Same,3
pair_1478,Always a winner.,– I am exceedingly pleased to report that my dinner at Ray's Boathouse last Friday completely exceeded my expectations.,Restaurant,Same,3.5
pair_1479,Great food with an awesome atmosphere!,"– Eggs, pancakes, potatoes, fresh fruit and yogurt -- everything they serve is delicious.",Restaurant,Same,3.5
pair_148,I can say that I am fully satisfied with the performance that the computer has supplied.,"Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,3
pair_1480,Great food with an awesome atmosphere!,"All their menu items are a hit, and they serve mimosas.",Restaurant,Same,2
pair_1481,"– Eggs, pancakes, potatoes, fresh fruit and yogurt -- everything they serve is delicious.",– This place is famous for their breakfast.,Restaurant,Same,3
pair_1482,"– Eggs, pancakes, potatoes, fresh fruit and yogurt -- everything they serve is delicious.",I love breakfast here.,Restaurant,Same,3
pair_1483,– We were treated very rudely here one time for breakfast.,The owner is belligerent to guests that have a complaint.,Restaurant,Same,3.25
pair_1484,– We were treated very rudely here one time for breakfast.,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,Restaurant,Same,4
pair_1485,– We were treated very rudely here one time for breakfast.,We never had to wait more than 5 minutes.,Restaurant,Different,0.75
pair_1486,– We were treated very rudely here one time for breakfast.,The staff is pretty friendly.,Restaurant,Different,0
pair_1487,– We were treated very rudely here one time for breakfast.,Very poor customer service.,Restaurant,Same,3.333333333
pair_1488,– We were treated very rudely here one time for breakfast.,"In short, Schooner or Later couldn't have cared less about our being at their establishment.",Restaurant,Same,3
pair_1489,– We were treated very rudely here one time for breakfast.,"As part of a small party of four, our food was dropped off without comment;",Restaurant,Same,2.75
pair_149,I can say that I am fully satisfied with the performance that the computer has supplied.,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,Laptop,Same,2.75
pair_1490,– We were treated very rudely here one time for breakfast.,any further needs we may have had could not have been met since no one stopped by the table.,Restaurant,Same,3
pair_1491,– We were treated very rudely here one time for breakfast.,"Even then, the order was not correct and we were still waiting for a couple items.",Restaurant,Same,2.5
pair_1492,– We were treated very rudely here one time for breakfast.,"When the bill came, he only took the discount off the food and not the drinks.",Restaurant,Same,2.5
pair_1493,– We were treated very rudely here one time for breakfast.,It was clear he didn’t really care.,Restaurant,Same,3
pair_1494,The owner is belligerent to guests that have a complaint.,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,Restaurant,Same,3
pair_1495,The owner is belligerent to guests that have a complaint.,We never had to wait more than 5 minutes.,Restaurant,Different,0.666666667
pair_1496,The owner is belligerent to guests that have a complaint.,The staff is pretty friendly.,Restaurant,Different,0.75
pair_1497,The owner is belligerent to guests that have a complaint.,Very poor customer service.,Restaurant,Same,3.333333333
pair_1498,The owner is belligerent to guests that have a complaint.,"In short, Schooner or Later couldn't have cared less about our being at their establishment.",Restaurant,Same,3.25
pair_1499,The owner is belligerent to guests that have a complaint.,"As part of a small party of four, our food was dropped off without comment;",Restaurant,Same,2.75
pair_15,"It takes less time to power up, and if you just close the case it go into sleep mode.","Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,2
pair_150,I can say that I am fully satisfied with the performance that the computer has supplied.,It fast and easy to set up.,Laptop,Same,3.666666667
pair_1500,The owner is belligerent to guests that have a complaint.,any further needs we may have had could not have been met since no one stopped by the table.,Restaurant,Same,2.666666667
pair_1501,The owner is belligerent to guests that have a complaint.,"Even then, the order was not correct and we were still waiting for a couple items.",Restaurant,Same,2.5
pair_1502,The owner is belligerent to guests that have a complaint.,"When the bill came, he only took the discount off the food and not the drinks.",Restaurant,Same,2.666666667
pair_1503,The owner is belligerent to guests that have a complaint.,It was clear he didn’t really care.,Restaurant,Same,3
pair_1504,NOT THE PLACE IT ONCE WAS,"Perhaps now, Scooner or Later falls into the ""Dive"" category.",Restaurant,Same,2
pair_1505,NOT THE PLACE IT ONCE WAS,I hope one day Scooner or Later returns to what it once was.,Restaurant,Same,3.25
pair_1506,NOT THE PLACE IT ONCE WAS,"Untill this happens, my advice is to STAY AWAY.",Restaurant,Same,2.5
pair_1507,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,Very poor customer service.,Restaurant,Same,3.5
pair_1508,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,"In short, Schooner or Later couldn't have cared less about our being at their establishment.",Restaurant,Same,2.333333333
pair_1509,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,any further needs we may have had could not have been met since no one stopped by the table.,Restaurant,Same,2.666666667
pair_151,I can say that I am fully satisfied with the performance that the computer has supplied.,The machine now has 10 gigs of RAM and it works just fine.,Laptop,Same,2.666666667
pair_1510,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,"Even then, the order was not correct and we were still waiting for a couple items.",Restaurant,Same,2.333333333
pair_1511,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,"When the bill came, he only took the discount off the food and not the drinks.",Restaurant,Same,2.666666667
pair_1512,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,It was clear he didn’t really care.,Restaurant,Same,3
pair_1513,"Perhaps now, Scooner or Later falls into the ""Dive"" category.",This is sad for what once was one of the best places you could ever eat.,Restaurant,Same,1.25
pair_1514,"Perhaps now, Scooner or Later falls into the ""Dive"" category.",I hope one day Scooner or Later returns to what it once was.,Restaurant,Same,2.666666667
pair_1515,"Perhaps now, Scooner or Later falls into the ""Dive"" category.","Untill this happens, my advice is to STAY AWAY.",Restaurant,Same,2.25
pair_1516,This is sad for what once was one of the best places you could ever eat.,I hope one day Scooner or Later returns to what it once was.,Restaurant,Same,2.333333333
pair_1517,This is sad for what once was one of the best places you could ever eat.,"Untill this happens, my advice is to STAY AWAY.",Restaurant,Same,2.25
pair_1518,This is sad for what once was one of the best places you could ever eat.,COMPLETELY OVER RATED!,Restaurant,Same,2
pair_1519,This is sad for what once was one of the best places you could ever eat.,Doesn't get any better than that.,Restaurant,Different,1.75
pair_152,I can say that I am fully satisfied with the performance that the computer has supplied.,I spend so much time waiting for it.,Laptop,Different,2
pair_1520,"Untill this happens, my advice is to STAY AWAY.",Doesn't get any better than that.,Restaurant,Different,1
pair_1521,Good food!,The food is great and they make a mean bloody mary.,Restaurant,Same,3.4
pair_1522,This is a great place to get a delicious meal.,"– Eggs, pancakes, potatoes, fresh fruit and yogurt -- everything they serve is delicious.",Restaurant,Same,3.25
pair_1523,We never had to wait more than 5 minutes.,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,Restaurant,Different,1.333333333
pair_1524,We never had to wait more than 5 minutes.,The staff is pretty friendly.,Restaurant,Same,2.6
pair_1525,We never had to wait more than 5 minutes.,Very poor customer service.,Restaurant,Different,0.5
pair_1526,We never had to wait more than 5 minutes.,"In short, Schooner or Later couldn't have cared less about our being at their establishment.",Restaurant,Different,1.666666667
pair_1527,We never had to wait more than 5 minutes.,"As part of a small party of four, our food was dropped off without comment;",Restaurant,Different,1.25
pair_1528,We never had to wait more than 5 minutes.,any further needs we may have had could not have been met since no one stopped by the table.,Restaurant,Different,1
pair_1529,We never had to wait more than 5 minutes.,"Even then, the order was not correct and we were still waiting for a couple items.",Restaurant,Different,1.333333333
pair_153,I can say that I am fully satisfied with the performance that the computer has supplied.,It wakes in less than a second when I open the lid.,Laptop,Same,2.666666667
pair_1530,We never had to wait more than 5 minutes.,"When the bill came, he only took the discount off the food and not the drinks.",Restaurant,Different,2
pair_1531,We never had to wait more than 5 minutes.,It was clear he didn’t really care.,Restaurant,Different,0.75
pair_1532,The staff is pretty friendly.,What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,Restaurant,Different,0.25
pair_1533,The staff is pretty friendly.,Very poor customer service.,Restaurant,Different,0.25
pair_1534,The staff is pretty friendly.,"In short, Schooner or Later couldn't have cared less about our being at their establishment.",Restaurant,Different,1.6
pair_1535,The staff is pretty friendly.,any further needs we may have had could not have been met since no one stopped by the table.,Restaurant,Different,1.333333333
pair_1536,The staff is pretty friendly.,"Even then, the order was not correct and we were still waiting for a couple items.",Restaurant,Different,0.75
pair_1537,The staff is pretty friendly.,"When the bill came, he only took the discount off the food and not the drinks.",Restaurant,Different,1.333333333
pair_1538,The staff is pretty friendly.,It was clear he didn’t really care.,Restaurant,Different,0.75
pair_1539,The onion rings are great!,I love breakfast here.,Restaurant,Same,2.5
pair_154,I can say that I am fully satisfied with the performance that the computer has supplied.,"Mine has been though hundreds of parties, weddings, quinces, anything involving performances, it can take it!",Laptop,Same,3
pair_1540,The onion rings are great!,"All their menu items are a hit, and they serve mimosas.",Restaurant,Same,2.25
pair_1541,They are not greasy or anything.,Great food with an awesome atmosphere!,Restaurant,Same,2
pair_1542,They are not greasy or anything.,The food is great and they make a mean bloody mary.,Restaurant,Same,2.5
pair_1543,They are not greasy or anything.,I love breakfast here.,Restaurant,Same,1.666666667
