"sent1_id","sent2_id","annotation","annotator_id"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_173_ANONYMOUS:0","3","A"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_173_ANONYMOUS:0","3","E"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_173_ANONYMOUS:0","3","B"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_227_ANONYMOUS:8","3","A"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_227_ANONYMOUS:8","3","B"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_227_ANONYMOUS:8","3","C"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_284_ANONYMOUS:8","2","E"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_284_ANONYMOUS:8","3","B"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_284_ANONYMOUS:8","3","A"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_284_ANONYMOUS:8","3","C"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_63_ANONYMOUS:8","3","B"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_63_ANONYMOUS:8","3","C"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_63_ANONYMOUS:8","4","A"
"B0074703CM_284_ANONYMOUS:2","B0074703CM_63_ANONYMOUS:8","4","D"
"B0074703CM_284_ANONYMOUS:8","B0074703CM_63_ANONYMOUS:0","3","A"
"B0074703CM_284_ANONYMOUS:8","B0074703CM_63_ANONYMOUS:0","3","C"
"B0074703CM_284_ANONYMOUS:8","B0074703CM_63_ANONYMOUS:0","3","B"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_145_ANONYMOUS:0","0","D"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_145_ANONYMOUS:0","4","B"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_145_ANONYMOUS:0","4","C"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_192_ANONYMOUS:13","3","A"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_192_ANONYMOUS:13","3","C"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_192_ANONYMOUS:13","4","B"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_192_ANONYMOUS:13","3","E"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_193_ANONYMOUS:3","3","C"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_193_ANONYMOUS:3","3","A"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_193_ANONYMOUS:3","4","B"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_288_ANONYMOUS:7","3","C"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_288_ANONYMOUS:7","4","D"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_288_ANONYMOUS:7","3","B"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:20","3","C"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:20","3","B"
"B0074703CM_286_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:20","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_102_ANONYMOUS:5","3","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_102_ANONYMOUS:5","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_102_ANONYMOUS:5","3","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_145_ANONYMOUS:1","3","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_145_ANONYMOUS:1","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_145_ANONYMOUS:1","3","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_148_ANONYMOUS:1","4","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_148_ANONYMOUS:1","3","D"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_148_ANONYMOUS:1","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_148_ANONYMOUS:1","3","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_156_ANONYMOUS:1","3","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_156_ANONYMOUS:1","4","E"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_156_ANONYMOUS:1","3","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_156_ANONYMOUS:1","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_159_ANONYMOUS:2","3","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_159_ANONYMOUS:2","3","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_159_ANONYMOUS:2","4","E"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_159_ANONYMOUS:2","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_173_ANONYMOUS:4","2","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_173_ANONYMOUS:4","1","D"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_173_ANONYMOUS:4","2","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_182_ANONYMOUS:2","4","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_182_ANONYMOUS:2","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_182_ANONYMOUS:2","3","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_192_ANONYMOUS:14","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_192_ANONYMOUS:14","3","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_192_ANONYMOUS:14","2","D"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_192_ANONYMOUS:14","3","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_193_ANONYMOUS:5","3","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_193_ANONYMOUS:5","4","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_193_ANONYMOUS:5","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_224_ANONYMOUS:15","1","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_224_ANONYMOUS:15","3","D"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_224_ANONYMOUS:15","2","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_227_ANONYMOUS:6","4","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_227_ANONYMOUS:6","4","D"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_227_ANONYMOUS:6","4","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_227_ANONYMOUS:6","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_227_ANONYMOUS:9","3","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_227_ANONYMOUS:9","4","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_227_ANONYMOUS:9","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_251_ANONYMOUS:10","3","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_251_ANONYMOUS:10","2","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_251_ANONYMOUS:10","3","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_282_ANONYMOUS:7","3","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_282_ANONYMOUS:7","1","E"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_282_ANONYMOUS:7","3","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_282_ANONYMOUS:7","1","D"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_282_ANONYMOUS:7","2","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_53_ANONYMOUS:0","1","D"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_53_ANONYMOUS:0","1","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_53_ANONYMOUS:0","1","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_53_ANONYMOUS:0","2","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_73_ANONYMOUS:15","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_73_ANONYMOUS:15","2","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_73_ANONYMOUS:15","3","B"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_73_ANONYMOUS:2","3","C"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_73_ANONYMOUS:2","3","A"
"B0074703CM_286_ANONYMOUS:5","B0074703CM_73_ANONYMOUS:2","3","B"
"B0074703CM_288_ANONYMOUS:0","B0074703CM_166_ANONYMOUS:4","3","B"
"B0074703CM_288_ANONYMOUS:0","B0074703CM_166_ANONYMOUS:4","3","A"
"B0074703CM_288_ANONYMOUS:0","B0074703CM_166_ANONYMOUS:4","3","C"
"B0074703CM_288_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:0","3","A"
"B0074703CM_288_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:0","4","D"
"B0074703CM_288_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:0","3","B"
"B0074703CM_288_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:0","3","C"
"B0074703CM_288_ANONYMOUS:0","B0074703CM_6_ANONYMOUS:1","3","C"
"B0074703CM_288_ANONYMOUS:0","B0074703CM_6_ANONYMOUS:1","3","B"
"B0074703CM_288_ANONYMOUS:0","B0074703CM_6_ANONYMOUS:1","3","D"
"B0074703CM_288_ANONYMOUS:0","B0074703CM_6_ANONYMOUS:1","3","A"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_148_ANONYMOUS:1","3","C"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_148_ANONYMOUS:1","4","E"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_148_ANONYMOUS:1","3","A"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_148_ANONYMOUS:1","4","B"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_159_ANONYMOUS:2","2","B"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_159_ANONYMOUS:2","2","C"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_159_ANONYMOUS:2","3","D"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_173_ANONYMOUS:4","0","A"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_173_ANONYMOUS:4","2","C"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_173_ANONYMOUS:4","1","B"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_192_ANONYMOUS:14","3","B"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_192_ANONYMOUS:14","3","C"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_192_ANONYMOUS:14","2","D"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_192_ANONYMOUS:14","3","A"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_251_ANONYMOUS:10","2","C"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_251_ANONYMOUS:10","2","B"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_251_ANONYMOUS:10","3","A"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_282_ANONYMOUS:7","1","C"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_282_ANONYMOUS:7","1","B"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_282_ANONYMOUS:7","0","A"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_282_ANONYMOUS:7","1","D"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_73_ANONYMOUS:15","2","B"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_73_ANONYMOUS:15","3","C"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_73_ANONYMOUS:15","3","A"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_73_ANONYMOUS:2","3","B"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_73_ANONYMOUS:2","3","A"
"B0074703CM_288_ANONYMOUS:3","B0074703CM_73_ANONYMOUS:2","3","C"
"B0074703CM_288_ANONYMOUS:7","B0074703CM_282_ANONYMOUS:10","1","C"
"B0074703CM_288_ANONYMOUS:7","B0074703CM_282_ANONYMOUS:10","2","B"
"B0074703CM_288_ANONYMOUS:7","B0074703CM_282_ANONYMOUS:10","0","A"
"B0074703CM_288_ANONYMOUS:7","B0074703CM_314_ANONYMOUS:0","1","C"
"B0074703CM_288_ANONYMOUS:7","B0074703CM_314_ANONYMOUS:0","1","B"
"B0074703CM_288_ANONYMOUS:7","B0074703CM_314_ANONYMOUS:0","0","A"
"B0074703CM_288_ANONYMOUS:7","B0074703CM_73_ANONYMOUS:14","4","C"
"B0074703CM_288_ANONYMOUS:7","B0074703CM_73_ANONYMOUS:14","3","B"
"B0074703CM_288_ANONYMOUS:7","B0074703CM_73_ANONYMOUS:14","3","A"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:6","3","B"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:6","4","D"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:6","3","C"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:6","4","A"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_31_ANONYMOUS:0","2","C"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_31_ANONYMOUS:0","4","D"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_31_ANONYMOUS:0","2","B"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:14","2","C"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:14","2","B"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:14","3","A"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:20","2","C"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:20","2","A"
"B0074703CM_3_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:20","3","B"
"B0074703CM_31_ANONYMOUS:0","B0074703CM_166_ANONYMOUS:4","3","D"
"B0074703CM_31_ANONYMOUS:0","B0074703CM_166_ANONYMOUS:4","2","B"
"B0074703CM_31_ANONYMOUS:0","B0074703CM_166_ANONYMOUS:4","3","A"
"B0074703CM_31_ANONYMOUS:0","B0074703CM_166_ANONYMOUS:4","2","C"
"B0074703CM_31_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:15","3","C"
"B0074703CM_31_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:15","3","B"
"B0074703CM_31_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:15","3","D"
"B0074703CM_31_ANONYMOUS:0","B0074703CM_279_ANONYMOUS:5","4","D"
"B0074703CM_31_ANONYMOUS:0","B0074703CM_279_ANONYMOUS:5","2","C"
"B0074703CM_31_ANONYMOUS:0","B0074703CM_279_ANONYMOUS:5","4","A"
"B0074703CM_31_ANONYMOUS:0","B0074703CM_279_ANONYMOUS:5","3","B"
"B0074703CM_31_ANONYMOUS:3","B0074703CM_159_ANONYMOUS:0","3","A"
"B0074703CM_31_ANONYMOUS:3","B0074703CM_159_ANONYMOUS:0","3","D"
"B0074703CM_31_ANONYMOUS:3","B0074703CM_159_ANONYMOUS:0","1","B"
"B0074703CM_31_ANONYMOUS:3","B0074703CM_159_ANONYMOUS:0","2","C"
"B0074703CM_31_ANONYMOUS:3","B0074703CM_63_ANONYMOUS:8","2","B"
"B0074703CM_31_ANONYMOUS:3","B0074703CM_63_ANONYMOUS:8","3","A"
"B0074703CM_31_ANONYMOUS:3","B0074703CM_63_ANONYMOUS:8","2","C"
"B0074703CM_314_ANONYMOUS:0","B0074703CM_149_ANONYMOUS:2","4","A"
"B0074703CM_314_ANONYMOUS:0","B0074703CM_149_ANONYMOUS:2","4","B"
"B0074703CM_314_ANONYMOUS:0","B0074703CM_149_ANONYMOUS:2","4","C"
"B0074703CM_314_ANONYMOUS:0","B0074703CM_149_ANONYMOUS:2","4","D"
"B0074703CM_314_ANONYMOUS:0","B0074703CM_157_ANONYMOUS:12","4","B"
"B0074703CM_314_ANONYMOUS:0","B0074703CM_157_ANONYMOUS:12","3","C"
"B0074703CM_314_ANONYMOUS:0","B0074703CM_157_ANONYMOUS:12","3","D"
"B0074703CM_314_ANONYMOUS:0","B0074703CM_6_ANONYMOUS:10","0","D"
"B0074703CM_314_ANONYMOUS:0","B0074703CM_6_ANONYMOUS:10","0","B"
"B0074703CM_314_ANONYMOUS:0","B0074703CM_6_ANONYMOUS:10","0","A"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:11","3","B"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:11","3","C"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:11","2","A"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:12","3","B"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:12","3","A"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:12","2","C"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:13","2","A"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:13","2","C"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:13","2","E"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:13","2","B"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:14","4","C"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:14","3","D"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:14","2","A"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:14","3","B"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:15","3","A"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:15","3","C"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:15","2","B"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:15","2","D"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:16","3","A"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:16","2","B"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:16","4","D"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_149_ANONYMOUS:16","1","C"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_257_ANONYMOUS:4","3","A"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_257_ANONYMOUS:4","2","C"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_257_ANONYMOUS:4","1","B"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_257_ANONYMOUS:5","3","B"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_257_ANONYMOUS:5","1","E"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_257_ANONYMOUS:5","3","C"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_257_ANONYMOUS:5","1","A"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_314_ANONYMOUS:7","3","B"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_314_ANONYMOUS:7","3","A"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_314_ANONYMOUS:7","2","C"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_314_ANONYMOUS:9","4","D"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_314_ANONYMOUS:9","3","B"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_314_ANONYMOUS:9","2","A"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_314_ANONYMOUS:9","4","C"
"B0074703CM_314_ANONYMOUS:6","B0074703CM_314_ANONYMOUS:9","2","E"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:11","3","C"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:11","2","B"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:11","2","A"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:12","2","A"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:12","2","C"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:12","2","D"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:12","2","B"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:13","2","B"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:13","2","D"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:13","2","C"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:13","2","A"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:14","4","B"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:14","2","C"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:14","3","A"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:15","1","A"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:15","2","D"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:15","2","C"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:15","2","B"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:16","2","B"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:16","3","A"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_149_ANONYMOUS:16","2","C"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_257_ANONYMOUS:4","1","A"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_257_ANONYMOUS:4","3","D"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_257_ANONYMOUS:4","3","B"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_257_ANONYMOUS:4","3","C"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_257_ANONYMOUS:4","3","E"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_257_ANONYMOUS:5","3","C"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_257_ANONYMOUS:5","1","A"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_257_ANONYMOUS:5","2","B"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_314_ANONYMOUS:9","2","B"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_314_ANONYMOUS:9","3","A"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_314_ANONYMOUS:9","2","C"
"B0074703CM_314_ANONYMOUS:7","B0074703CM_314_ANONYMOUS:9","3","D"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:12","2","A"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:12","2","C"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:12","2","B"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:13","2","B"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:13","2","A"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:13","2","C"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:14","3","C"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:14","3","B"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:14","3","D"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:14","1","A"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:14","0","E"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:15","2","D"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:15","1","B"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:15","1","A"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:15","1","C"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:16","2","B"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:16","1","C"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:16","4","D"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_149_ANONYMOUS:16","3","A"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_257_ANONYMOUS:4","1","A"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_257_ANONYMOUS:4","2","B"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_257_ANONYMOUS:4","3","C"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_257_ANONYMOUS:5","3","B"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_257_ANONYMOUS:5","3","C"
"B0074703CM_314_ANONYMOUS:9","B0074703CM_257_ANONYMOUS:5","2","A"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_149_ANONYMOUS:0","1","C"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_149_ANONYMOUS:0","1","B"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_149_ANONYMOUS:0","2","A"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_157_ANONYMOUS:12","2","C"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_157_ANONYMOUS:12","1","A"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_157_ANONYMOUS:12","2","B"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_157_ANONYMOUS:12","1","D"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_227_ANONYMOUS:7","3","D"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_227_ANONYMOUS:7","3","B"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_227_ANONYMOUS:7","2","C"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_24_ANONYMOUS:7","2","C"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_24_ANONYMOUS:7","3","D"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_24_ANONYMOUS:7","2","B"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_24_ANONYMOUS:7","1","A"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_31_ANONYMOUS:3","2","B"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_31_ANONYMOUS:3","3","A"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_31_ANONYMOUS:3","2","C"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:14","4","D"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:14","1","B"
"B0074703CM_33_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:14","2","C"
"B0074703CM_33_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:6","3","A"
"B0074703CM_33_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:6","3","B"
"B0074703CM_33_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:6","3","C"
"B0074703CM_33_ANONYMOUS:1","B0074703CM_157_ANONYMOUS:12","1","C"
"B0074703CM_33_ANONYMOUS:1","B0074703CM_157_ANONYMOUS:12","2","B"
"B0074703CM_33_ANONYMOUS:1","B0074703CM_157_ANONYMOUS:12","0","A"
"B0074703CM_33_ANONYMOUS:1","B0074703CM_159_ANONYMOUS:0","3","C"
"B0074703CM_33_ANONYMOUS:1","B0074703CM_159_ANONYMOUS:0","4","A"
